,Unnamed: 0,acronym,summary,tags,has_tags,semantic_type,classification_data
747,747,PROJET,"The Relief Project is an organization of musicians who want to deliver aid to communities in need.
Brad Corrigan, a member of Dispatch, and Jon-Erik Borgen a member of J.E. Borgen, established The Relief Project. The initial goal of the project was to help the victims of Hurricane Katrina and other people caught in mass disasters throughout the world.  Started by two musicians, nineteen other musicians donated a piece of music that together became a CD called The Relief Project, Vol 1.
The Relief Project promoted a concert at Irving Plaza.  This concert was performed in front of a sold-out crowd of 1,000 and some of the featured artists who performed at Irving Plaza were Dispatch, State Radio, Stephen Kellogg, Braddigan, Pete Francis, Kate Voegele, and J.E. Borgen.  The Relief Project gave $18,000 to the Community Service Center of New Orleans and to Save the Children's operations in Sudan and Pakistan.
The mission of The Relief Project is

“to use music as a tool to rebuild lives; To use music as a tool to rebuild lives; a bridge to bring cultures together in the fight against poverty; and a voice calling for the protection and liberation of displaced and orphaned children the world over”.

The vision of The Relief Project is to use music as a way to raise money, educate and inspire people to engage in a livelier role in caring for humanity","[{'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 1278, 'end': 1283}]",True,Non-Financial Entity,"{'regulatory body': 0.5017188787460327, 'guideline': 0.42849448323249817, 'bank': 0.39821767807006836, 'finance': 0.2757125496864319, 'policy': 0.24340137839317322}"
751,751,NFA,"In automata theory (a branch of theoretical computer science), NFA minimization is the task of transforming a given nondeterministic finite automaton (NFA) into an equivalent NFA that has a minimum number of states, transitions, or both. While efficient algorithms exist for DFA minimization, NFA minimization is PSPACE-complete. No efficient (polynomial time) algorithms are known, and under the standard assumption P ≠ PSPACE, none exist. The most efficient known algorithm is the Kameda‒Weiner algorithm.","[{'match': 'standard', 'norm': 'standard', 'case': 'lower', 'exact': True, 'start': 397, 'end': 405}]",True,Non-Financial Entity,"{'guideline': 0.09274096041917801, 'regulatory body': 0.030406327918171883, 'bank': 0.024155879393219948, 'policy': 0.006922092754393816, 'finance': 0.00021266182011459023}"
758,758,LRO,"Cult Energy Pro Cycling (UCI team code: CUL) was a professional road bicycle racing team licensed in Denmark, that competed in the UCI Continental Circuits. It was established in 2000 under the name of ""Cycling Horsens"".
On September 9, 2014, the team announced they had signed Linus Gerdemann from MTN–Qhubeka on a 2-year contract.
On October 10, 2014, the team announced they had signed Gustav Larsson on a one-year contract
In August 2015, the team seemed to secure its survival after gaining sponsorship from German company Stölting Group, which sponsored the Continental team Stölting in 2015. As a result, the teams planned to join forces, giving the necessary budget to ensure the team could stay in the Professional Continental tier for 2016. However, December 2015 Cult announced they would exit the sport and no longer be able to fund the team - as a result, Stölting stepped into the fill the funding void. As a result, the Danish team disbanded.","[{'match': 'fund', 'norm': 'fund', 'case': 'lower', 'exact': True, 'start': 840, 'end': 844}]",True,regulatory body,"{'regulatory body': 0.7561348080635071, 'guideline': 0.48655107617378235, 'bank': 0.41481173038482666, 'policy': 0.3446781039237976}"
777,777,SEPA,"The Single Euro Payments Area (SEPA) is a payment-integration initiative of the European Union for simplification of bank transfers denominated in euro. As of 2020, there were 36 members in SEPA, consisting of the 27 member states of the European Union, the four member states of the European Free Trade Association (Iceland, Liechtenstein, Norway and Switzerland), and the United Kingdom. Some countries participate in the technical schemes: Andorra, Monaco, San Marino, and Vatican City.SEPA covers predominantly normal bank transfers. Payment methods which have additional optional features or services, such as mobile phone or smart card payment systems, are not directly covered. However, the instant SEPA payment scheme facilitates payment products also on smart devices.

","[{'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 117, 'end': 121}, {'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 522, 'end': 526}]",True,bank,"{'bank': 0.6584286689758301, 'guideline': 0.5215733647346497, 'regulatory body': 0.47135356068611145, 'policy': 0.39411354064941406}"
791,791,PDIC,"The Philippine Deposit Insurance Corporation (Filipino: Korporasyon ng Segurong Deposito ng Pilipinas, abbreviated as PDIC) is a government-run Philippine deposit insurance fund. It was established on June 22, 1963 by Republic Act 3591. It guarantees deposits up to ₱500,000. Primary Functions of PDIC is to protect the small investors/depositors and to build a strong banking confidence.

","[{'match': 'fund', 'norm': 'fund', 'case': 'lower', 'exact': True, 'start': 173, 'end': 177}]",True,regulatory body,"{'regulatory body': 0.9453635811805725, 'policy': 0.6791991591453552, 'bank': 0.6779410243034363, 'guideline': 0.5055996179580688}"
794,794,FDI,"The economy of India is a middle income developing market economy. It is the world's fifth-largest economy by nominal GDP and the third-largest by purchasing power parity (PPP). According to the International Monetary Fund (IMF), on a per capita income basis, India ranked 142nd by GDP (nominal) and 128th by GDP (PPP). From independence in 1947 until 1991, successive governments promoted protectionist economic policies, with extensive state intervention and economic regulation. This is characterised as dirigism, in the form of the License Raj. The end of the Cold War and an acute balance of payments crisis in 1991 led to the adoption of a broad economic liberalisation in India. Since the start of the 21st century, annual average GDP growth has been 6% to 7%, and from 2013 to 2018, India was the world's fastest growing major economy, surpassing China. Historically, India was the largest economy in the world for most of the two millennia from the 1st until the 19th century.The long-term growth perspective of the Indian economy remains positive due to its young population and corresponding low dependency ratio, healthy savings, and investment rates, increasing globalisation in India and integration into the global economy. The economy was slowed in 2017, due to the shocks of ""demonetisation"" in 2016 and the introduction of the Goods and Services Tax in 2017. Nearly 70% of India's GDP is driven by domestic private consumption. The country remains the world's sixth-largest consumer market. Apart from private consumption, India's GDP is also fueled by government spending, investments, and exports. In 2020, pandemic had affected trade and India was the world's 14th-largest importer and the 21st-largest exporter. India has been a member of the World Trade Organization since 1 January 1995. It ranks 63rd on the Ease of doing business index and 68th on the Global Competitiveness Report. Due to extreme rupee/dollar rate fluctuations India's nominal GDP too fluctuates significantly. With 50 crore (500 million) workers, the Indian labour force is the world's second-largest. India has one of the world's highest number of billionaires and extreme income inequality. Because of several exemptions, barely 2% of Indians pay income taxes.During the 2008 global financial crisis, the economy faced a mild slowdown. India undertook stimulus measures (both fiscal and monetary) to boost growth and generate demand. In subsequent years, economic growth revived. According to the World Bank, to achieve sustainable economic development, India must focus on public sector reform, infrastructure, agricultural and rural development, removal of land and labour regulations, financial inclusion, spur private investment and exports, education, and public health.In 2020, India's ten largest trading partners were United States, China, United Arab Emirates (UAE), Saudi Arabia, Switzerland, Germany, Hong Kong, Indonesia, South Korea, and Malaysia. In 2019–20, the foreign direct investment (FDI) in India was $74.4 billion. The leading sectors for FDI inflows were the service sector, the computer industry, and the telecom industry. India has free trade agreements with several nations, including ASEAN, SAFTA, Mercosur, South Korea, Japan, and several others which are in effect or under negotiating stage.The service sector makes up 50% of GDP and remains the fastest growing sector, while the industrial sector and the agricultural sector employs a majority of the labor force. The Bombay Stock Exchange and National Stock Exchange are some of the world's largest stock exchanges by market capitalisation. India is the world's sixth-largest manufacturer, representing 2.6% of global manufacturing output. Nearly 66% of India's population is rural, and contributes about 50% of India's GDP. It has the world's fourth-largest foreign-exchange reserves worth $588,314 billion. India has a high public debt with 86% of GDP, while its fiscal deficit stood at 6.7% of GDP. India's government-owned banks faced mounting bad debt, resulting in low credit growth. Simultaneously, the NBFC sector has been engulfed in a liquidity crisis. India faces moderate unemployment, rising income inequality, and a drop in aggregate demand. India's gross domestic savings rate stood at 31.38 of GDP in FY 2020. In recent years, independent economists and financial institutions have accused the government of manipulating various economic data, especially GDP growth.India is the world's largest manufacturer of generic drugs, and its pharmaceutical sector fulfills over 50% of the global demand for vaccines. The Indian IT industry is a major exporter of IT services with $196 billion in revenue and employs over 4.47 million people. India's chemical industry is extremely diversified and estimated at $178 billion. The tourism industry contributes about 9.2% of India's GDP and employs over 4.2 crore (42 million) people. India ranks second globally in food and agricultural production, while agricultural exports were $35.09 billion. The construction and real estate sector ranks third among the 14 major sectors in terms of direct, indirect, and induced effects in all sectors of the economy. The Indian textiles industry is estimated at $100 billion and contributes 13% of industrial output and 2.3% of India's GDP while employs over 4.5 crore (45 million) people directly. India's telecommunication industry is the world's second largest by the number of mobile phone, smartphone, and internet users. It is the world's 24th-largest oil producer and the third-largest oil consumer. The Indian automobile industry is the world's fifth-largest by production. India has retail market worth $1.17 trillion, which contributes over 10% of India's GDP. It also has one of the world's fastest growing e-commerce markets. India has the world's fourth-largest natural resources, with the mining sector contributing 11% of the country's industrial GDP and 2.5% of total GDP. It is also the world's second-largest coal producer, the second-largest cement producer, the second-largest steel producer, and the third-largest electricity producer.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2280, 'end': 2289}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2685, 'end': 2694}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 4349, 'end': 4358}]",True,guideline,"{'guideline': 0.6965910792350769, 'regulatory body': 0.673961341381073, 'policy': 0.6275424957275391, 'bank': 0.4897124767303467}"
795,795,ESRB,"The Entertainment Software Rating Board (ESRB) is a self-regulatory organization that assigns age and content ratings to consumer video games in the United States and Canada. The ESRB was established in 1994 by the Entertainment Software Association (ESA, formerly the Interactive Digital Software Association (IDSA)), in response to criticism of controversial video games with excessively violent or sexual content, particularly after the 1993 congressional hearings following the releases of Mortal Kombat and Night Trap for home consoles and Doom for home computers. The industry, pressured with potential government oversight of video game ratings from these hearings, established both the IDSA and the ESRB within it to create a voluntary ratings system based on the Motion Picture Association of America film rating system with additional considerations for video game interactivity.
The board assigns ratings to games based on their content, using judgment similar to the motion picture rating systems used in many countries, using a combination of six age-based levels intended to aid consumers in determining a game's content and suitability, along with a system of ""content descriptors"" which detail specific types of content present in a particular game. More recently, the ratings also include descriptors for games with online interactivity or in-game monetization. The ratings are determined by a combination of material provided by the game's publisher in both questionnaires and video footage of the game, and a review of this material by a panel of reviewers who assign it a rating. The ratings are designed towards parents so they can make informed decisions about purchasing games for their children. Once a game is rated, the ESRB maintains a code of ethics for the advertising and promotion of video games—ensuring that marketing materials for games are targeted to appropriate audiences.
The ESRB ratings system is enforced via the voluntary leverage of the North American video game and retail industries for physical releases; most stores require customers to present photo identification when purchasing games carrying the ESRB's highest age ratings, and do not stock games which have not been rated. Additionally, major console manufacturers will not license games for their systems unless they carry ESRB ratings, while console manufacturers and most stores will refuse to stock games that the ESRB has rated as being appropriate for adults only. More recently, the ESRB began offering a system to automatically assign ratings for digitally-distributed games and mobile apps, which utilizes a survey answered by the product's publisher as opposed to a manual assessment by ESRB staff, allowing online storefronts to filter and restrict titles based on the ESRB. Through the International Age Rating Coalition (IARC), this method can generate equivalent ratings for other territories. Alongside its game rating operation, the ESRB also provides certification services for online privacy on websites and mobile apps. There have been attempts to pass federal and state laws to force retailers into compliance with the ESRB, but the 2011 Supreme Court case Brown v. Entertainment Merchants Association ruled that video games are protected speech, and such laws are unconstitutional.
Due to the level of consumer and retail awareness of the ratings system, along with the organization's efforts to ensure that retailers comply with the ratings system and that publishers comply with its marketing code, the ESRB has considered its system to be effective, and was praised by the Federal Trade Commission for being the ""strongest"" self-regulatory organization in the entertainment sector. Despite its positive reception, the ESRB has still faced criticism from politicians and other watchdog groups for the structure of its operations, particularly in the wake of a 2005 incident that surrounded the organization's handling of ""hidden"", objectionable content in Grand Theft Auto: San Andreas which could be accessed using a user-created modification.
The ESRB has been accused of having a conflict of interest because of its vested interest in the video game industry, and that it does not rate certain games, such as the Grand Theft Auto series, harshly enough for their violent or sexual content in order to protect their commercial viability. Contrarily, other critics have argued that, at the same time, the ESRB rates certain games too strongly for their content, and that its influence has stifled the viability of adult-oriented video games due to the board's restrictions on how they are marketed and sold.","[{'match': 'board', 'norm': 'board', 'case': 'lower', 'exact': True, 'start': 894, 'end': 899}, {'match': 'board', 'norm': 'board', 'case': 'lower', 'exact': True, 'start': 4579, 'end': 4584}]",True,regulatory body,"{'regulatory body': 0.9807806015014648, 'guideline': 0.9776515364646912, 'bank': 0.9761740565299988, 'policy': 0.9472977519035339}"
801,801,UAE,"Indians in the United Arab Emirates Arabic: الهنود في الإمارات العربية المتحدة, romanized: al-Hunūd fī al-ʾImārāt al-ʿArabīyah al-Muttaḥidah) constitute the largest part of the population of the country. Over 3,420,000 Indian expats are estimated to be living in the UAE, which is over 38 percent of the total population of the UAE.   Indian contact with the emirates that now constitute the UAE dates back several centuries, as a result of trade and commerce between the emirates and India. The UAE has experienced a tremendous increase in the population of resident Indians who initially migrated to the country as a result of opportunities in the petroleum. Now, Indians are key to the UAE's construction, retail, financial services, healthcare, manufacturing and transport sectors.
A sizeable minority of Indian migrants are involved in professional services and entrepreneurship. Relations between India and the UAE have traditionally been friendly.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 717, 'end': 726}]",True,Non-Financial Entity,"{'regulatory body': 0.6894887089729309, 'guideline': 0.6025266051292419, 'bank': 0.584794819355011, 'finance': 0.2849731147289276, 'policy': 0.2063271850347519}"
802,802,CSR,"Corporate social responsibility (CSR) is a form of international private business self-regulation which aims to contribute to societal goals of a philanthropic, activist, or charitable nature by engaging in or supporting volunteering or ethically oriented practices. While once it was possible to describe CSR as an internal organizational policy or a corporate ethic strategy, that time has passed as various national and international laws have been developed. Various organizations have used their authority to push it beyond individual or even industry-wide initiatives. In contrast, it has been considered a form of corporate self-regulation for some time, over the last decade or so it has moved considerably from voluntary decisions at the level of individual organizations to mandatory schemes at regional, national, and international levels.
Considered at the organisational level, CSR is generally understood as a strategic initiative that contributes to a brand's reputation. As such, social responsibility initiatives must coherently align with and be integrated into a business model to be successful. With some models, a firm's implementation of CSR goes beyond compliance with regulatory requirements and engages in ""actions that appear to further some social good, beyond the interests of the firm and that which is required by law"".Furthermore, businesses may engage in CSR for strategic or ethical purposes. From a strategic perspective, CSR can contribute to firm profits, particularly if brands voluntarily self-report both the positive and negative outcomes of their endeavors. In part, these benefits accrue by increasing positive public relations and high ethical standards to reduce business and legal risk by taking responsibility for corporate actions. CSR strategies encourage the company to make a positive impact on the environment and stakeholders including consumers, employees, investors, communities, and others. From an ethical perspective, some businesses will adopt CSR policies and practices because of the ethical beliefs of senior management: for example, the CEO of outdoor-apparel company Patagonia, Inc. argues that harming the environment is ethically objectionable.
Proponents argue that corporations increase long-term profits by operating with a CSR perspective, while critics argue that CSR distracts from businesses' economic role. A 2000 study compared existing econometric studies of the relationship between social and financial performance, concluding that the contradictory results of previous studies reporting positive, negative, and neutral financial impact, were due to flawed empirical analysis and claimed when the study is properly specified, CSR has a neutral impact on financial outcomes. Critics questioned the ""lofty"" and sometimes ""unrealistic expectations"" in CSR. or that CSR is merely window-dressing, or an attempt to pre-empt the role of governments as a watchdog over powerful multinational corporations. In line with this critical perspective, political and sociological institutionalists became interested in CSR in the context of theories of globalization, neoliberalism, and late capitalism.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2470, 'end': 2479}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2597, 'end': 2606}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2731, 'end': 2740}]",True,policy,"{'policy': 0.8658990263938904, 'regulatory body': 0.7423676252365112, 'guideline': 0.5848458409309387, 'bank': 0.3717265725135803}"
804,804,ERM,"Black Wednesday (or the 1992 Sterling crisis) occurred on 16 September 1992 when the UK Government was forced to withdraw sterling from the European Exchange Rate Mechanism (ERM), after a failed attempt to keep its exchange rate above the lower limit required for the ERM participation. At that time, the United Kingdom held the Presidency of the Council of the European Union.
In 1997, the UK Treasury estimated the cost of Black Wednesday at £3.14 billion, which was revised to £3.3 billion in 2005, following documents released under the Freedom of Information Act (earlier estimates placed losses at a much higher range of £13–27 billion). Trading losses in August and September made up a minority of the losses (estimated at £800 million) and the majority of the loss to the central bank arose from non-realised profits of a potential devaluation. Treasury papers suggested that, had the government maintained $24 billion foreign currency reserves and the pound had fallen by the same amount, the UK might have made a £2.4 billion profit on sterling's devaluation.The crisis damaged the credibility of the second Major ministry in handling of economic matters. The ruling Conservative Party suffered a landslide defeat five years later at the 1997 United Kingdom general election and did not return to power until 2010. The rebounding of the UK economy in the years after Black Wednesday led to a reassessment of the legacy of the crisis, as John Major's government adopted an inflation targeting policy as an alternative to the ERM and set the foundation for a prospering economy in the years prior to the financial crisis of 2007–08, and the British public turned increasingly Eurosceptic.","[{'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 788, 'end': 792}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 1612, 'end': 1621}]",True,bank,"{'bank': 0.7690526247024536, 'regulatory body': 0.7118315696716309, 'policy': 0.6872464418411255, 'guideline': 0.5478230714797974}"
813,813,PDPC,The Infocomm Media Development Authority (IMDA) is a statutory board under the Singapore Ministry of Communications and Information (MCI).,"[{'match': 'board', 'norm': 'board', 'case': 'lower', 'exact': True, 'start': 63, 'end': 68}]",True,Non-Financial Entity,"{'regulatory body': 0.9909341335296631, 'policy': 0.3301253616809845, 'guideline': 0.169975146651268, 'bank': 0.015665415674448013, 'finance': 0.001482316991314292}"
817,817,CESR,"Directive 2014/65/EU, commonly known as MiFID 2 (Markets in financial instruments directive 2), is a legal act of the European Union. Together with Regulation (EU) No 600/2014 it provides a legal framework for securities markets, investment intermediaries, and trading venues. The directive provides harmonised regulation for investment services of the member states of the European Economic Area — the EU member states plus Iceland, Norway, and Liechtenstein; the United Kingdom will continue to implement the directive during the transition period. Its main objectives are to increase competition and investor protection, and level the playing field for market participants in investment services. It repeals Directive 2004/39/EC (MiFID 1).
MiFID 1 was a cornerstone of the European Commission's Financial Services Action Plan, whose measures changed how EU financial service markets operate. It is the most significant piece of legislation introduced in the Lamfalussy process designed to accelerate the adoption of legislation based on a four-level approach recommended by the Committee of Wise Men chaired by Baron Alexandre Lamfalussy. There are three other ""Lamfalussy Directives"": Directive 2003/71/EC, replaced with Regulation (EU) 2017/1129 on the prospectus to be published when securities are offered to the public or admitted to trading on a regulated market, the market abuse directive, and Directive 2004/109/EC on the harmonisation of transparency requirements in relation to information about issuers whose securities are admitted to trading on a regulated market.
MiFID 1 retained the principles of the EU ""passport"" introduced by Directive 93/22/EEC but introduced the concept of ""maximum harmonization"", which places more emphasis on home state supervision. This is a change from the prior EU financial service legislation, which featured a ""minimum harmonization and mutual recognition"" concept. ""Maximum harmonization"" does not permit states to be ""super equivalent"" or to ""gold-plate"" EU requirements detrimental to a ""level playing field"". Another change was the abolition of the ""concentration rule"" in which member states could require investment firms to route client orders through regulated markets.MiFID 1, implemented through the standard co-decision procedure of the Council of the European Union and the European Parliament, set out a detailed framework for the legislation. Twenty articles of this directive specified technical implementation measures (Level 2). These measures were adopted by the European Commission based on technical advice from the Committee of European Securities Regulators and negotiations in the European Securities Committee, with oversight by the European Parliament. Implementation measures in the form of a Commission Directive and Commission Regulation were officially published on 2 September 2006.After its initial implementation, MiFID 1 was intended to be reviewed. After extensive discussion and debate, in April 2014, the European Parliament approved both MiFID 2, an updated version of MiFID 1, and its accompanying Regulation (EU) No 600/2014. The directive and regulation include fewer exemptions and expand the scope of MiFID 1 to cover a larger group of companies and financial products. Both MiFID 2 and Regulation (EU) No 600/2014 have been effective from 3 January 2018.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 60, 'end': 69}, {'match': 'directive', 'norm': 'directive', 'case': 'lower', 'exact': True, 'start': 82, 'end': 91}, {'match': 'securities', 'norm': 'securities', 'case': 'lower', 'exact': True, 'start': 210, 'end': 220}, {'match': 'directive', 'norm': 'directive', 'case': 'lower', 'exact': True, 'start': 281, 'end': 290}, {'match': 'directive', 'norm': 'directive', 'case': 'lower', 'exact': True, 'start': 511, 'end': 520}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 860, 'end': 869}, {'match': 'securities', 'norm': 'securities', 'case': 'lower', 'exact': True, 'start': 1290, 'end': 1300}, {'match': 'directive', 'norm': 'directive', 'case': 'lower', 'exact': True, 'start': 1390, 'end': 1399}, {'match': 'securities', 'norm': 'securities', 'case': 'lower', 'exact': True, 'start': 1524, 'end': 1534}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 1813, 'end': 1822}, {'match': 'standard', 'norm': 'standard', 'case': 'lower', 'exact': True, 'start': 2261, 'end': 2269}, {'match': 'directive', 'norm': 'directive', 'case': 'lower', 'exact': True, 'start': 2432, 'end': 2441}, {'match': 'directive', 'norm': 'directive', 'case': 'lower', 'exact': True, 'start': 3120, 'end': 3129}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 3243, 'end': 3252}]",True,regulatory body,"{'regulatory body': 0.7979335784912109, 'policy': 0.4484061002731323, 'bank': 0.1945205181837082, 'guideline': 0.15838588774204254}"
825,825,ETC,"Selena Etc. was a South Texas-based boutique and beauty salon, which was founded and owned by the late American singer, Selena. Selena Etc. finished its building on January 27, 1994, in Corpus Christi, Texas, which was the headquarters building. Selena opened another boutique in San Antonio, Texas, around the same time the headquarters building was complete; both were equipped with in-house beauty salons. She began manufacturing clothing along with designer Martin Gomez with designs and styles of Latin American texture and exotic clothing styles which became her trademark on stage. Hispanic Business magazine reported that the singer earned over $5 million from these boutiques. Among the employees there was the president of her fan club, Yolanda Saldívar, who had been promoted to manager of her two boutiques, as well as controlling Selena's business checking accounts. However, she would lose this position after several employees began to approach Selena's father, Abraham Quintanilla, and they informed him that they had overdue payments on their payrolls, so upon initiating an investigation in this regard, Quintanilla was convinced that Saldívar was embezzling money. On March 9, 1995, Abraham, Selena, and her sister Suzette confronted Saldívar and accused her of stealing money from the boutiques and the fan club, firing her immediately, although Selena continued to contact her due to the fact that she had several financial documents in her possession that she needed to have back. Another boutique was planned to open in Monterrey, Mexico, in 1995, but on March 31 of that year, Saldívar would murder Selena by shooting her in the back after asking her to meet at the Days Inn motel in order to return her the financial records and documents she still had. After her death, Chris Pérez, Selena's widower, took over the business. The San Antonio boutique was closed sometime after 1999.After the 16th anniversary of the opening of the Corpus Christi boutique, the store was officially closed as of July 1, 2009. A week after the store closed, Pérez placed a ""for sale sign"" in front of the building. The appraised price of the land and structure was USD$91,454 according to the Nueces County Appraisal District. Perez' asking price for the property was $165,000. The Selena Etc. store had a full-service salon, as well as Selena memorabilia. They also sold jewelry, hats and other accessories. Soon after the foreclosure, due to the low economy, all merchandise and accessories began selling at the ""Selena Museum"", located several miles from where the Selena Etc. building once was.

","[{'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 1177, 'end': 1182}, {'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 1290, 'end': 1295}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 1435, 'end': 1444}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 1732, 'end': 1741}]",True,guideline,"{'guideline': 0.7016924619674683, 'regulatory body': 0.6017004251480103, 'policy': 0.5250303745269775, 'bank': 0.24785248935222626}"
832,832,RWA,"Courtney Milan, a pseudonym for Heidi Bond, is a bestselling American author of historical and contemporary romance novels. After releasing her first few books under a traditional publishing contract, Milan has self-published more recent works.
Prior to her writing career, Bond was a law clerk for Sandra Day O'Connor of the United States Supreme Court and for Judge Alex Kozinski. As the Me Too movement gained steam, Bond alleged that Kozinski had sexually harassed her. Kozinski soon resigned his lifetime appointment, and Chief Justice of the United States John Roberts ordered a review of how the federal judiciary handled sexual harassment reports.
Milan served on the Board of Directors of the Romance Writers of America (RWA) for four years, spearheading efforts to make the organization more diverse and inclusive. In late 2019, the RWA board voted to suspend Milan for calling another author's book racist. The Board reinstated her days later, noting irregularities with the process. The resulting controversy led to the mass resignation of half of the RWA Board of Directors, the resignation of the RWA executive director, and the cancellation of the 2020 RITA Award program.","[{'match': 'board', 'norm': 'board', 'case': 'lower', 'exact': True, 'start': 847, 'end': 852}]",True,Non-Financial Entity,"{'regulatory body': 0.39918866753578186, 'guideline': 0.2516533136367798, 'bank': 0.1814562827348709, 'policy': 0.10536418110132217, 'finance': 0.05514974147081375}"
837,837,ICM,"In poker, the Independent Chip Model (ICM) is a mathematical model used to approximately calculate a player's overall equity in a tournament. The model uses stack sizes alone to determine how often a player will finish in each position (1st, 2nd, etc.). A player's probability of finishing in each position is then multiplied by the prize amount for that position and those numbers are added together to determine the player's overall equity.The ICM is also known as the Malmuth-Harville method. In 1973 David Harville published a method to calculate the probability for a horse to finish 1st, 2nd, etc. in a horse race. In 1987 Mason Malmuth, independent of Harville, used this method to calculate the probability for a tournament player to finish 1st, 2nd, etc.The term ICM is often misunderstood to mean a simulator that helps a player make decisions in a tournament. Such simulators often make use of the Independent Chip Model but are not strictly speaking ICM calculators. A true ICM calculator will have the chip counts of all players, as well as the payout structure of the tournament, as input and each player's equity as output.The ICM can be applied to answer specific questions, such as:
The range of hands that a player can move all in with, considering the action so far and the stack sizes of the other players still in the hand
The range of hands that a player can call another player's all in with, and recommends either calling or moving all in over the top, considering all the stacks still in the hand
When discussing a deal, how much money each player should getThe calculation using the ICM can be elaborated as below:

Every player's chance of finishing 1st is proportional to its chip count
If player i did not finish 1st, given player k finished 1st, player i chance of finishing 2nd is P(Xi,2|Xk,1) = xi/(1-xk）
Following this logic, given m1 finish 1st, m2 finished 2nd, mj-1 finish j-1th, the chance of player i finish jth place is P(Xi,j|Xm1,1, Xm2,x.....Xmj-1,j-1) = xi/(1-xm1-xm2-....-xmj-1)
Sum of the value in each permutation (using enumeration, computation complexity = O(n!))For example:
3 players A,B,C have 50%, 30%, 20% chips, the payout is 1st place 70, 2nd place 30
P(A=1,B=2,C=3) = 0.5*(0.3/(1-0.5))=0.3
P(A=1,C=2,B=3) = 0.5*(0.2/(1-0.5))=0.2
P(B=1,A=2,C=3) = 0.3*(0.5/(1-0.3))=0.2143
P(B=1,A=3,C=2) = 0.3*(0.2/(1-0.3))=0.0857
P(C=1,A=2,B=3) = 0.2*(0.5/(1-0.2))=0.125
P(C=1,A=3,B=2) = 0.2*(0.3/(1-0.2))=0.075
ICM(A) = 70*(0.3+0.2)+30*(0.2143+0.125)=45.18, unit chip value = 45.18/50 = 0.9036
ICM(B) = 70*(0.2143+0.0857)+30*(0.3+0.075)=32.25, unit chip value = 32.25/30 = 1.075
ICM(C) = 70*(0.125+0.075)+30*(0.2+0.0857)=22.57, unit chip value = 22.57/20 = 1.1285
ICM precision
2-players case
For any one of the 2 players the probability to finish 1st is exactly equal to its share of the tournament chips. The ICM gives perfect results.
3-players case
The Finite element method (FEM) can be used to compute for any player its exact probabilities to finish 1st, 2nd etc. and its exact tournament equity. Those exact values allows for an evaluation of the precision of the ICM.
The FEM is used to compute the exact values for all the repartitions of 200 big blinds between 3 players. The table hereafter summarizes the comparison of the approximate ICM values versus the exact FEM values.

The big blind repartition 25-87-88 gives the largest difference between an ICM and a FEM probability (0.0360) and the largest tournament equity difference ($0.36 for tournament payouts $50/$30/$20). The relative difference between an ICM and a FEM tournament equity [(ICM- FEM)/FEM)] is 1.42%
The big blind repartition 25-87-88 gives the largest relative difference between an ICM and a FEM tournament equity (1.43%).
The big blind repartition 198-1-1 gives the largest relative difference between an ICM and a FEM probability (4900%). However that large relative difference has no impact on the tournament equity.
Although the ICM does a poor job when computing the exact probability of a player to finish 1st, 2nd , etc., it gives fairly good tournament equities for the 3-players case.
4-players case
The FEM is used to compute the exact values for all the repartitions of 100 big blinds between 4 players. The table hereafter summarizes the comparison of the approximate ICM values versus the exact FEM values.

The ICM gives fairly good tournament equities for the 4-players case.","[{'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 1555, 'end': 1560}]",True,guideline,"{'guideline': 0.8141396641731262, 'policy': 0.7528098821640015, 'bank': 0.7510737776756287, 'regulatory body': 0.6878352165222168}"
